"pair","symbol","quote_currency","ask_1_price","ask_1_quantity","ask_2_price","ask_2_quantity","ask_3_price","ask_3_quantity","ask_4_price","ask_4_quantity","ask_5_price","ask_5_quantity","bid_1_price","bid_1_quantity","bid_2_price","bid_2_quantity","bid_3_price","bid_3_quantity","bid_4_price","bid_4_quantity","bid_5_price","bid_5_quantity","date_time_utc","date","pkDummy","pkey"
"ETHUSD","ETH","USD","365.600","281.6099","365.644","0.4000","365.863","0.0004","365.865","1.4580","365.866","4.5782","365.598","30.0000","365.555","2.8279","365.532","1.1316","365.522","2.5460","365.504","5.0000","2020-09-14 06:00:41","2020-09-14","2020-09-14 06","2020-09-14 06ETH"
"EOSUSD","EOS","USD","2.72394","30.00","2.72401","600.00","2.72414","660.00","2.72415","600.00","2.72428","38.03","2.72196","70.00","2.72161","200.00","2.72160","600.00","2.72090","38.03","2.72058","196.00","2020-09-14 06:01:44","2020-09-14","2020-09-14 06","2020-09-14 06EOS"
"XTZUSD","XTZ","USD","2.502503","17.2","2.505890","92.8","2.506108","427.5","2.506143","41.4","2.508643","1460.4","2.481052","41.4","2.477549","427.2","2.474821","1459.6","2.473383","380.0","2.469822","2805.7","2020-09-14 06:01:49","2020-09-14","2020-09-14 06","2020-09-14 06XTZ"
"BNBUSD","BNB","USD","30.33003","3.96","30.36007","175.17","30.38174","100.00","30.38557","380.56","30.39219","25.00","30.26358","25.00","30.25611","68.40","30.25610","99.00","30.23763","150.00","30.19388","200.00","2020-09-14 06:02:30","2020-09-14","2020-09-14 06","2020-09-14 06BNB"
"NEOUSD","NEO","USD","19.91461","5.20","19.91914","20.81","19.92231","52.03","19.92313","52.02","19.92432","32.11","19.88309","52.02","19.88308","16.10","19.88248","24.00","19.88246","10.37","19.88163","61.90","2020-09-14 06:03:18","2020-09-14","2020-09-14 06","2020-09-14 06NEO"
"TRXUSD","TRX","USD","0.0308626","1050","0.0308703","5077","0.0308704","67080","0.0308706","11050","0.0308760","2340","0.0308465","9680","0.0308435","67063","0.0308384","33517","0.0308383","39887","0.0308236","67093","2020-09-14 06:03:47","2020-09-14","2020-09-14 06","2020-09-14 06TRX"
"BCHUSD","BCH","USD","223.236","0.3600","223.287","0.6200","223.318","18.0000","223.328","9.2697","223.359","0.8800","223.217","18.0000","223.214","0.3600","223.160","0.6200","223.114","5.0021","223.113","0.3985","2020-09-14 06:03:51","2020-09-14","2020-09-14 06","2020-09-14 06BCH"
"BSVUSD","BSV","USD","161.0629","0.600","161.0999","18.000","161.1003","2.601","161.1257","0.579","161.1385","2.847","160.9945","0.600","160.9656","3.153","160.9655","4.973","160.9653","0.600","160.9586","2.601","2020-09-14 06:03:53","2020-09-14","2020-09-14 06","2020-09-14 06BSV"
"CROUSD","CRO","USD","0.161099","3833.9","0.161181","2257.6","0.161199","24488.7","0.161200","13502.4","0.161299","16672.7","0.160819","5528.6","0.160768","2795.6","0.160672","3454.3","0.160620","32814.9","0.160616","17546.3","2020-09-14 06:04:56","2020-09-14","2020-09-14 06","2020-09-14 06CRO"
"BTCUSD","BTC","USD","10360.00","0.00697","10361.27","0.06200","10362.21","0.00012","10362.29","0.01440","10362.30","0.09693","10359.57","0.75000","10359.56","0.40065","10359.54","0.35467","10359.50","0.06200","10359.46","0.30400","2020-09-14 07:00:06","2020-09-14","2020-09-14 07","2020-09-14 07BTC"
"LTCUSD","LTC","USD","47.7568","60.000","47.7598","4.342","47.7630","3.750","47.7778","81.076","47.7780","8.335","47.7529","3.750","47.7399","8.335","47.7100","35.000","47.7099","3.816","47.7097","1.090","2020-09-14 07:00:19","2020-09-14","2020-09-14 07","2020-09-14 07LTC"
"XMRUSD","XMR","USD","85.8500","0.001","85.8753","0.750","85.8766","21.000","85.8791","1.500","85.9000","0.001","85.8152","1.500","85.7813","3.200","85.7698","0.554","85.7666","24.157","85.7665","8.600","2020-09-14 07:00:40","2020-09-14","2020-09-14 07","2020-09-14 07XMR"
"ETHUSD","ETH","USD","367.865","0.5500","367.890","0.4000","368.000","30.5501","368.035","4.1000","368.052","2.1000","367.843","0.4000","367.840","3.0000","367.839","1.4580","367.832","4.0455","367.831","30.0000","2020-09-14 07:00:41","2020-09-14","2020-09-14 07","2020-09-14 07ETH"
"EOSUSD","EOS","USD","2.72975","600.00","2.73006","70.00","2.73056","200.00","2.73057","600.00","2.73113","196.00","2.72786","76.67","2.72785","600.00","2.72772","668.58","2.72771","600.00","2.72758","379.28","2020-09-14 07:01:44","2020-09-14","2020-09-14 07","2020-09-14 07EOS"
"XTZUSD","XTZ","USD","2.502780","17.4","2.502781","41.5","2.505890","92.8","2.506818","427.6","2.508979","1462.0","2.482791","41.5","2.478550","427.6","2.474915","1459.3","2.473943","380.0","2.469917","2800.4","2020-09-14 07:01:48","2020-09-14","2020-09-14 07","2020-09-14 07XTZ"
"BNBUSD","BNB","USD","30.00370","25.00","30.01570","99.00","30.03495","39.90","30.03496","4.00","30.03736","150.00","29.93039","4.00","29.92725","69.10","29.92631","25.00","29.92189","99.00","29.90484","150.00","2020-09-14 07:02:29","2020-09-14","2020-09-14 07","2020-09-14 07BNB"
"NEOUSD","NEO","USD","19.87366","5.21","19.87908","20.85","19.88031","24.00","19.88322","52.13","19.88356","69.33","19.84832","16.10","19.84621","8.19","19.84505","24.00","19.83929","69.33","19.83812","5.21","2020-09-14 07:03:13","2020-09-14","2020-09-14 07","2020-09-14 07NEO"
"TRXUSD","TRX","USD","0.0306155","28278","0.0306156","67669","0.0306157","67671","0.0306178","114600","0.0306188","1050","0.0305834","5364","0.0305833","10154","0.0305787","1050","0.0305652","48973","0.0305650","45275","2020-09-14 07:03:43","2020-09-14","2020-09-14 07","2020-09-14 07TRX"
"BCHUSD","BCH","USD","223.968","0.3600","224.027","0.6200","224.072","9.2433","224.073","0.8800","224.172","6.0000","223.959","18.0000","223.951","0.3600","223.918","0.7286","223.889","1.2100","223.888","0.6200","2020-09-14 07:03:47","2020-09-14","2020-09-14 07","2020-09-14 07BCH"
"BSVUSD","BSV","USD","160.9303","18.000","160.9438","0.600","160.9455","18.000","160.9663","41.603","160.9667","2.601","160.8817","18.000","160.8646","0.600","160.8329","6.000","160.8328","2.601","160.8060","39.999","2020-09-14 07:03:49","2020-09-14","2020-09-14 07","2020-09-14 07BSV"
"CROUSD","CRO","USD","0.161010","3833.9","0.161034","2257.6","0.161098","4243.7","0.161110","12187.6","0.161130","8057.4","0.160720","772.1","0.160699","1401.8","0.160620","6150.3","0.160553","3454.3","0.160520","32814.9","2020-09-14 07:04:51","2020-09-14","2020-09-14 07","2020-09-14 07CRO"
"BTCUSD","BTC","USD","10409.04","0.17000","10410.85","0.48304","10410.86","0.11620","10410.90","0.05081","10411.02","0.10000","10408.88","0.06200","10406.58","0.75000","10406.57","0.01440","10406.54","0.10935","10406.53","0.36402","2020-09-14 08:00:07","2020-09-14","2020-09-14 08","2020-09-14 08BTC"
"LTCUSD","LTC","USD","47.9948","60.000","48.0090","35.000","48.0091","1.090","48.0162","8.335","48.0313","10.000","47.9619","3.000","47.9618","34.988","47.9617","20.210","47.9616","0.005","47.9604","8.335","2020-09-14 08:00:19","2020-09-14","2020-09-14 08","2020-09-14 08LTC"
"XMRUSD","XMR","USD","86.2307","16.885","86.2308","0.750","86.2309","1.500","86.2384","17.405","86.2733","3.200","86.1630","24.136","86.1595","6.328","86.1342","0.554","86.1341","8.571","86.1340","14.707","2020-09-14 08:00:40","2020-09-14","2020-09-14 08","2020-09-14 08XMR"
"ETHUSD","ETH","USD","369.669","30.0020","369.687","5.6307","369.688","4.0578","369.689","30.0000","369.746","1.0800","369.504","3.0000","369.503","2.9764","369.496","0.4000","369.495","1.1664","369.483","30.0000","2020-09-14 08:00:41","2020-09-14","2020-09-14 08","2020-09-14 08ETH"
"EOSUSD","EOS","USD","2.73478","600.00","2.73547","132.58","2.73548","377.03","2.73596","70.00","2.73653","38.05","2.73367","33.69","2.73366","600.00","2.73353","760.74","2.73352","600.00","2.73338","393.79","2020-09-14 08:01:46","2020-09-14","2020-09-14 08","2020-09-14 08EOS"
"XTZUSD","XTZ","USD","2.505889","19.4","2.505890","92.8","2.514934","41.5","2.519007","427.4","2.520948","1459.8","2.496650","41.5","2.489742","427.7","2.486488","380.0","2.486440","1460.1","2.481693","2802.1","2020-09-14 08:01:50","2020-09-14","2020-09-14 08","2020-09-14 08XTZ"
"BNBUSD","BNB","USD","30.14806","25.00","30.15168","99.00","30.16988","150.00","30.21927","200.00","30.22662","4.00","30.06407","4.00","30.06288","25.00","30.05072","99.00","30.03462","150.00","30.03071","176.77","2020-09-14 08:02:33","2020-09-14","2020-09-14 08","2020-09-14 08BNB"
"NEOUSD","NEO","USD","20.21377","16.10","20.21378","5.15","20.21434","74.31","20.21435","60.74","20.21804","24.00","20.17704","5.15","20.17142","24.00","20.17112","20.60","20.17093","46.50","20.16590","51.51","2020-09-14 08:03:21","2020-09-14","2020-09-14 08","2020-09-14 08NEO"
"TRXUSD","TRX","USD","0.0306853","45604","0.0306854","25000","0.0306926","1050","0.0306990","114600","0.0307047","59000","0.0306536","1050","0.0306393","5077","0.0306392","5077","0.0306390","35304","0.0306230","67860","2020-09-14 08:03:52","2020-09-14","2020-09-14 08","2020-09-14 08TRX"
"BCHUSD","BCH","USD","224.260","0.3600","224.307","0.6200","224.404","9.2668","224.405","0.8800","224.536","6.0000","224.217","0.3600","224.194","9.2682","224.193","8.1000","224.147","4.7839","224.146","6.6874","2020-09-14 08:03:56","2020-09-14","2020-09-14 08","2020-09-14 08BCH"
"BSVUSD","BSV","USD","161.1150","18.000","161.1248","0.600","161.1720","6.000","161.1721","2.601","161.2366","5.000","161.0540","0.600","161.0522","18.000","161.0068","2.601","160.9145","12.910","160.9144","9.315","2020-09-14 08:03:58","2020-09-14","2020-09-14 08","2020-09-14 08BSV"
"CROUSD","CRO","USD","0.161611","44082.6","0.161618","16672.7","0.161743","18801.6","0.161757","70.5","0.161875","19459.7","0.161243","772.1","0.161224","3454.3","0.161219","7552.1","0.161194","4205.8","0.161125","10409.0","2020-09-14 08:05:01","2020-09-14","2020-09-14 08","2020-09-14 08CRO"
"BTCUSD","BTC","USD","10362.44","0.90086","10362.45","0.19567","10362.47","0.27593","10362.49","0.10923","10363.35","0.00100","10362.08","0.06200","10360.44","0.30400","10357.68","0.16633","10357.67","0.35187","10357.66","0.21640","2020-09-14 09:00:07","2020-09-14","2020-09-14 09","2020-09-14 09BTC"
"LTCUSD","LTC","USD","47.7408","60.000","47.7412","3.750","47.7607","1.090","47.7608","11.241","47.7609","4.343","47.7318","3.750","47.7092","8.265","47.7091","35.000","47.7090","1.000","47.7088","43.431","2020-09-14 09:00:19","2020-09-14","2020-09-14 09","2020-09-14 09LTC"
"XMRUSD","XMR","USD","85.2408","3.703","85.2409","4.870","85.2410","21.000","85.2499","1.500","85.2886","17.907","85.2006","1.916","85.1898","1.500","85.1411","3.200","85.1262","1.830","85.1129","17.616","2020-09-14 09:00:39","2020-09-14","2020-09-14 09","2020-09-14 09XMR"
"ETHUSD","ETH","USD","364.484","30.0000","364.487","0.4000","364.665","4.6218","364.666","5.6889","364.667","6.0375","364.463","30.0000","364.446","0.4000","364.264","1.4580","364.263","2.7823","364.262","2.5188","2020-09-14 09:00:40","2020-09-14","2020-09-14 09","2020-09-14 09ETH"
"EOSUSD","EOS","USD","2.72047","70.00","2.72069","600.00","2.72082","157.40","2.72083","600.00","2.72096","353.68","2.71850","760.86","2.71837","55.54","2.71836","600.00","2.71825","38.04","2.71823","460.08","2020-09-14 09:01:43","2020-09-14","2020-09-14 09","2020-09-14 09EOS"
"XTZUSD","XTZ","USD","2.496842","41.6","2.503083","428.2","2.505890","44.7","2.506165","1462.8","2.507652","380.0","2.476473","20.3","2.476472","41.5","2.474812","427.7","2.472084","1461.2","2.471018","380.0","2020-09-14 09:01:46","2020-09-14","2020-09-14 09","2020-09-14 09XTZ"
"BNBUSD","BNB","USD","31.17392","25.00","31.19569","99.00","31.20855","150.00","31.22664","3.85","31.25242","170.10","31.08828","66.42","31.08763","3.85","31.07232","25.00","31.05167","99.00","31.03830","170.10","2020-09-14 09:02:28","2020-09-14","2020-09-14 09","2020-09-14 09BNB"
"NEOUSD","NEO","USD","20.45679","73.26","20.45680","8.43","20.45681","4.56","20.45682","5.06","20.45863","24.00","20.42571","16.10","20.42474","5.06","20.42317","24.00","20.41705","20.25","20.41651","50.63","2020-09-14 09:03:14","2020-09-14","2020-09-14 09","2020-09-14 09NEO"
"TRXUSD","TRX","USD","0.0307203","9717","0.0307204","14094","0.0307224","1050","0.0307257","9745","0.0307275","3108","0.0306970","9784","0.0306836","1050","0.0306821","33715","0.0306814","67147","0.0306812","67413","2020-09-14 09:03:43","2020-09-14","2020-09-14 09","2020-09-14 09TRX"
"BCHUSD","BCH","USD","222.777","0.3600","222.833","0.6200","222.899","6.0000","222.900","8.1000","222.910","4.6465","222.759","18.0000","222.746","0.3600","222.703","4.4646","222.702","0.6200","222.693","1.3600","2020-09-14 09:03:47","2020-09-14","2020-09-14 09","2020-09-14 09BCH"
"BSVUSD","BSV","USD","160.8351","0.600","160.8743","2.601","160.9418","5.595","160.9419","5.000","160.9692","41.603","160.7838","18.000","160.7828","0.600","160.7625","12.869","160.7624","18.000","160.7411","2.601","2020-09-14 09:03:49","2020-09-14","2020-09-14 09","2020-09-14 09BSV"
"CROUSD","CRO","USD","0.160700","6091.5","0.160766","2330.7","0.160800","4243.7","0.160863","4514.1","0.160900","43575.3","0.160420","5528.6","0.160350","2795.6","0.160257","3454.3","0.160220","50361.2","0.160157","20576.5","2020-09-14 09:04:49","2020-09-14","2020-09-14 09","2020-09-14 09CRO"
"BTCUSD","BTC","USD","10369.80","0.06200","10370.90","0.00174","10370.91","0.85935","10370.92","0.18642","10370.95","0.25467","10369.54","0.06200","10368.73","0.01000","10368.03","0.10000","10368.01","0.30400","10367.27","0.10813","2020-09-14 10:00:06","2020-09-14","2020-09-14 10","2020-09-14 10BTC"
"LTCUSD","LTC","USD","47.8995","60.000","47.9000","0.004","47.9057","42.216","47.9085","0.062","47.9089","43.297","47.8958","3.750","47.8917","60.000","47.8907","43.279","47.8835","8.335","47.8826","29.677","2020-09-14 10:00:19","2020-09-14","2020-09-14 10","2020-09-14 10LTC"
"XMRUSD","XMR","USD","85.2779","0.853","85.2856","1.500","85.3210","3.200","85.3500","0.020","85.3825","16.342","85.2219","17.595","85.2218","1.500","85.1874","24.330","85.1873","0.569","85.1872","3.200","2020-09-14 10:00:39","2020-09-14","2020-09-14 10","2020-09-14 10XMR"
"ETHUSD","ETH","USD","365.567","0.9290","365.620","0.9289","365.640","0.4000","365.673","0.9290","365.725","4.0935","365.566","32.1108","365.510","1.0935","365.502","3.0000","365.501","31.0800","365.470","4.4030","2020-09-14 10:00:40","2020-09-14","2020-09-14 10","2020-09-14 10ETH"
"EOSUSD","EOS","USD","2.72992","30.00","2.73015","38.06","2.73036","148.21","2.73037","152.26","2.73050","660.00","2.72827","600.00","2.72800","200.00","2.72799","600.00","2.72786","549.84","2.72785","70.00","2020-09-14 10:01:42","2020-09-14","2020-09-14 10","2020-09-14 10EOS"
"XTZUSD","XTZ","USD","2.505890","44.7","2.506290","41.6","2.513335","428.2","2.516053","1462.8","2.517474","380.0","2.484860","14.5","2.484859","428.2","2.484294","41.6","2.481910","1462.3","2.480877","380.0","2020-09-14 10:01:45","2020-09-14","2020-09-14 10","2020-09-14 10XTZ"
"BNBUSD","BNB","USD","32.19078","0.04","32.22927","3.74","32.24306","24.00","32.25998","95.00","32.26284","165.36","32.11688","64.58","32.11687","3.74","32.08066","165.35","32.08014","180.00","32.07220","270.00","2020-09-14 10:02:27","2020-09-14","2020-09-14 10","2020-09-14 10BNB"
"NEOUSD","NEO","USD","20.95448","24.00","20.95496","52.89","20.95635","19.86","20.95870","4.96","20.95949","99.19","20.92254","8.05","20.92253","8.05","20.92090","22.27","20.91972","24.00","20.91379","69.33","2020-09-14 10:03:12","2020-09-14","2020-09-14 10","2020-09-14 10NEO"
"TRXUSD","TRX","USD","0.0309542","48496","0.0309543","59000","0.0309544","30246","0.0309621","1050","0.0309677","114600","0.0309228","10154","0.0309220","1050","0.0309192","67195","0.0309158","8710","0.0309152","67182","2020-09-14 10:03:41","2020-09-14","2020-09-14 10","2020-09-14 10TRX"
"BCHUSD","BCH","USD","224.430","18.0000","224.431","4.6334","224.442","0.3600","224.444","0.5822","224.446","1.8533","224.411","0.3600","224.398","0.6200","224.339","0.8800","224.265","6.0000","224.264","1.1400","2020-09-14 10:03:45","2020-09-14","2020-09-14 10","2020-09-14 10BCH"
"BSVUSD","BSV","USD","161.7746","0.600","161.8015","18.000","161.8222","2.601","161.8851","41.603","161.9019","3.376","161.7202","6.000","161.7201","18.000","161.7040","0.600","161.6385","5.000","161.6384","12.849","2020-09-14 10:03:47","2020-09-14","2020-09-14 10","2020-09-14 10BSV"
"CROUSD","CRO","USD","0.161501","44082.6","0.161518","16672.7","0.161633","18801.6","0.161733","644.3","0.161742","19459.7","0.161219","772.1","0.161164","1401.8","0.161119","9604.6","0.161118","4205.8","0.161028","7719.6","2020-09-14 10:04:48","2020-09-14","2020-09-14 10","2020-09-14 10CRO"
"BTCUSD","BTC","USD","10417.54","0.06200","10417.56","0.01900","10418.17","0.33476","10418.44","0.53906","10418.45","0.30400","10416.56","0.10000","10416.55","0.30400","10414.41","0.75000","10414.40","0.40000","10414.39","0.01707","2020-09-14 11:00:06","2020-09-14","2020-09-14 11","2020-09-14 11BTC"
"LTCUSD","LTC","USD","47.8386","60.000","47.8409","3.576","47.8466","1.090","47.8467","4.356","47.8491","35.000","47.8273","3.750","47.8223","43.549","47.8147","8.335","47.8098","15.484","47.8096","2.801","2020-09-14 11:00:18","2020-09-14","2020-09-14 11","2020-09-14 11LTC"
"XMRUSD","XMR","USD","85.5300","0.030","85.5538","1.500","85.5930","2.604","85.5931","3.200","85.5971","4.874","85.4827","2.604","85.4826","18.277","85.4825","1.500","85.4525","17.545","85.4524","24.369","2020-09-14 11:00:39","2020-09-14","2020-09-14 11","2020-09-14 11XMR"
"ETHUSD","ETH","USD","367.196","31.5187","367.208","0.4000","367.214","4.9406","367.215","3.4593","367.216","30.0000","367.190","0.8135","367.167","0.4000","367.121","5.6739","367.120","0.3578","367.097","1.0800","2020-09-14 11:00:40","2020-09-14","2020-09-14 11","2020-09-14 11ETH"
"EOSUSD","EOS","USD","2.72361","600.00","2.72374","200.00","2.72375","30.00","2.72376","600.00","2.72389","38.34","2.72112","70.00","2.72098","551.16","2.72097","600.00","2.72002","196.00","2.71983","38.34","2020-09-14 11:01:45","2020-09-14","2020-09-14 11","2020-09-14 11EOS"
"XTZUSD","XTZ","USD","2.505890","44.7","2.519213","41.5","2.523854","428.0","2.526848","1462.3","2.529245","380.0","2.494893","41.5","2.494808","428.0","2.491435","1462.4","2.490533","380.0","2.486619","2806.4","2020-09-14 11:01:49","2020-09-14","2020-09-14 11","2020-09-14 11XTZ"
"BNBUSD","BNB","USD","32.76307","24.00","32.77390","95.00","32.79266","63.73","32.79267","3.69","32.79603","140.00","32.66233","0.04","32.64551","3.69","32.64167","32.00","32.62736","24.00","32.61717","95.00","2020-09-14 11:02:32","2020-09-14","2020-09-14 11","2020-09-14 11BNB"
"NEOUSD","NEO","USD","20.91297","58.70","20.91298","16.10","20.91464","24.00","20.92365","69.33","20.93173","4.98","20.88502","15.26","20.88463","7.35","20.88383","24.00","20.88055","4.98","20.87249","69.33","2020-09-14 11:03:17","2020-09-14","2020-09-14 11","2020-09-14 11NEO"
"TRXUSD","TRX","USD","0.0307383","1050","0.0307387","5077","0.0307388","114600","0.0307394","3096","0.0307412","48823","0.0307184","33853","0.0307110","5077","0.0307109","67733","0.0307108","40282","0.0306982","1050","2020-09-14 11:03:46","2020-09-14","2020-09-14 11","2020-09-14 11TRX"
"BCHUSD","BCH","USD","222.915","0.6200","223.000","0.8800","223.069","6.0000","223.070","0.6184","223.072","0.5850","222.824","18.0000","222.813","9.3360","222.812","18.0000","222.800","36.0000","222.782","0.3600","2020-09-14 11:03:50","2020-09-14","2020-09-14 11","2020-09-14 11BCH"
